work_id,field,current_in_primer,should_be,evidence_source,reason
UNRESOLVED-bb1730b3bb,title,,"de Glehn, Wilfred Gabriel The Bathers",sub_inventory,(filled from sub_inventory)
UNRESOLVED-bb1730b3bb,external_id,,G40729,sub_inventory,(filled from sub_inventory)
UNRESOLVED-bb1730b3bb,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-bd3def798d,title,,"MacMonnies, Frederick Pan of Rahallion",sub_inventory,(filled from sub_inventory)
UNRESOLVED-bd3def798d,year,,1890,sub_inventory,(filled from sub_inventory)
UNRESOLVED-bd3def798d,external_id,,G41791,sub_inventory,(filled from sub_inventory)
UNRESOLVED-bd3def798d,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-bf9242a9c2,title,,"MacNeil, Herman Indian Girl with Papoose",sub_inventory,(filled from sub_inventory)
UNRESOLVED-bf9242a9c2,external_id,,G41040,sub_inventory,(filled from sub_inventory)
UNRESOLVED-bf9242a9c2,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-c084e8b003,title,,"Voelckerling, Fred The Race: Horse and Jockey",sub_inventory,(filled from sub_inventory)
UNRESOLVED-c084e8b003,external_id,,G41173,sub_inventory,(filled from sub_inventory)
UNRESOLVED-c084e8b003,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-c0bbab19ef,title,,"Poncet, Antoine Untitled (bronze)",sub_inventory,(filled from sub_inventory)
UNRESOLVED-c0bbab19ef,external_id,,G80017,sub_inventory,(filled from sub_inventory)
UNRESOLVED-c0bbab19ef,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-c0bff11198,title,,"Bluhm, Norman Noir, 194",sub_inventory,(filled from sub_inventory)
UNRESOLVED-c0bff11198,external_id,,G41254,sub_inventory,(filled from sub_inventory)
UNRESOLVED-c0bff11198,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-c10aed050e,title,,"Hiquily, Philippe Girouette Marbella",sub_inventory,(filled from sub_inventory)
UNRESOLVED-c10aed050e,external_id,,G80008,sub_inventory,(filled from sub_inventory)
UNRESOLVED-c10aed050e,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-c26cfd27e1,title,,"Barye, Antoine-Louis Panther Seizing a Stag",sub_inventory,(filled from sub_inventory)
UNRESOLVED-c26cfd27e1,year,,1829,sub_inventory,(filled from sub_inventory)
UNRESOLVED-c26cfd27e1,external_id,,G39861,sub_inventory,(filled from sub_inventory)
UNRESOLVED-c26cfd27e1,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-c5490439d2,title,,"Brett, Lady Dorothy Woman's Dance",sub_inventory,(filled from sub_inventory)
UNRESOLVED-c5490439d2,year,,1952,sub_inventory,(filled from sub_inventory)
UNRESOLVED-c5490439d2,external_id,,G80005,sub_inventory,(filled from sub_inventory)
UNRESOLVED-c5490439d2,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-c8e99bac72,title,,"Bluemner, Oscar Brewery in Boston, Boylston Station",sub_inventory,(filled from sub_inventory)
UNRESOLVED-c8e99bac72,external_id,,G40303,sub_inventory,(filled from sub_inventory)
UNRESOLVED-c8e99bac72,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-cc730c69a0,title,,"du Bois, Guy Pene The Intellectuals",sub_inventory,(filled from sub_inventory)
UNRESOLVED-cc730c69a0,year,,1912,sub_inventory,(filled from sub_inventory)
UNRESOLVED-cc730c69a0,external_id,,G41218,sub_inventory,(filled from sub_inventory)
UNRESOLVED-cc730c69a0,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-cf18dc730e,title,,"Barye, Antoine-Louis Standing Bear (Ours Debout)",sub_inventory,(filled from sub_inventory)
UNRESOLVED-cf18dc730e,year,,1875,sub_inventory,(filled from sub_inventory)
UNRESOLVED-cf18dc730e,external_id,,G80001,sub_inventory,(filled from sub_inventory)
UNRESOLVED-cf18dc730e,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-d321c32d34,title,,"Moigniez, Jules Setter",sub_inventory,(filled from sub_inventory)
UNRESOLVED-d321c32d34,external_id,,G40696,sub_inventory,(filled from sub_inventory)
UNRESOLVED-d321c32d34,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-d70619fe48,title,,"Valton, Charles Reclining Lionness",sub_inventory,(filled from sub_inventory)
UNRESOLVED-d70619fe48,external_id,,G39823,sub_inventory,(filled from sub_inventory)
UNRESOLVED-d70619fe48,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-d7b3a65c3a,title,,"Lorjou, Bernard La Carpe",sub_inventory,(filled from sub_inventory)
UNRESOLVED-d7b3a65c3a,year,,1953,sub_inventory,(filled from sub_inventory)
UNRESOLVED-d7b3a65c3a,external_id,,G80013,sub_inventory,(filled from sub_inventory)
UNRESOLVED-d7b3a65c3a,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-d863fefb20,title,,"Zorn, Anders etching of unknown title: woman in fur coat",sub_inventory,(filled from sub_inventory)
UNRESOLVED-d863fefb20,external_id,,G40903,sub_inventory,(filled from sub_inventory)
UNRESOLVED-d863fefb20,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-d883fbdb25,title,,"Johnson, David Nyack on Hudson",sub_inventory,(filled from sub_inventory)
UNRESOLVED-d883fbdb25,external_id,,G31205,sub_inventory,(filled from sub_inventory)
UNRESOLVED-d883fbdb25,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-d8e79974d5,title,,"Bluemner, Oscar The Negro's House, Bloomfield, New Jersey",sub_inventory,(filled from sub_inventory)
UNRESOLVED-d8e79974d5,year,,1917,sub_inventory,(filled from sub_inventory)
UNRESOLVED-d8e79974d5,external_id,,G40335,sub_inventory,(filled from sub_inventory)
UNRESOLVED-d8e79974d5,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-dde06b5589,title,,"Bluhm, Norman Himalayas",sub_inventory,(filled from sub_inventory)
UNRESOLVED-dde06b5589,year,,1966,sub_inventory,(filled from sub_inventory)
UNRESOLVED-dde06b5589,external_id,,G41141,sub_inventory,(filled from sub_inventory)
UNRESOLVED-dde06b5589,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-ddf94e1c77,title,,"Torr, Helen Veneer and Grapes",sub_inventory,(filled from sub_inventory)
UNRESOLVED-ddf94e1c77,year,,1930,sub_inventory,(filled from sub_inventory)
UNRESOLVED-ddf94e1c77,external_id,,G41095,sub_inventory,(filled from sub_inventory)
UNRESOLVED-ddf94e1c77,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-e0144ca701,title,,"Saint-Gaudens, Augustus World's Columbian Exposition Medal",sub_inventory,(filled from sub_inventory)
UNRESOLVED-e0144ca701,external_id,,G40539,sub_inventory,(filled from sub_inventory)
UNRESOLVED-e0144ca701,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-e1f75a4fb2,title,,"Shinn, Everett Untitled (Reclining Nude)",sub_inventory,(filled from sub_inventory)
UNRESOLVED-e1f75a4fb2,external_id,,G40487,sub_inventory,(filled from sub_inventory)
UNRESOLVED-e1f75a4fb2,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-e7522410db,title,,"Barye, Antoine-Louis Eagle on Rock, Inkwell",sub_inventory,(filled from sub_inventory)
UNRESOLVED-e7522410db,external_id,,G12979,sub_inventory,(filled from sub_inventory)
UNRESOLVED-e7522410db,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-ea0bd2d67c,title,,Unknown Sketches: female heads,sub_inventory,(filled from sub_inventory)
UNRESOLVED-ea0bd2d67c,external_id,,G40980,sub_inventory,(filled from sub_inventory)
UNRESOLVED-ea0bd2d67c,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-ea63847a8d,title,,"Suba, Miklos Architectural Rendering",sub_inventory,(filled from sub_inventory)
UNRESOLVED-ea63847a8d,external_id,,G40759,sub_inventory,(filled from sub_inventory)
UNRESOLVED-ea63847a8d,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-ee969e798b,title,,"Bluemner, Oscar View of Belleville from Irish Saloon",sub_inventory,(filled from sub_inventory)
UNRESOLVED-ee969e798b,external_id,,G40307,sub_inventory,(filled from sub_inventory)
UNRESOLVED-ee969e798b,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-f2ebed3e84,title,,"Eberle, Abastenia St. Leger Little Mother",sub_inventory,(filled from sub_inventory)
UNRESOLVED-f2ebed3e84,year,,1907,sub_inventory,(filled from sub_inventory)
UNRESOLVED-f2ebed3e84,external_id,,G41810,sub_inventory,(filled from sub_inventory)
UNRESOLVED-f2ebed3e84,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-f55b2059d4,title,,"Troubetzkoy, Paul Pavlova Seated",sub_inventory,(filled from sub_inventory)
UNRESOLVED-f55b2059d4,year,,1915,sub_inventory,(filled from sub_inventory)
UNRESOLVED-f55b2059d4,external_id,,G80021,sub_inventory,(filled from sub_inventory)
UNRESOLVED-f55b2059d4,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-f9cda6665f,title,,Unknown Mon Ami Meylan,sub_inventory,(filled from sub_inventory)
UNRESOLVED-f9cda6665f,external_id,,G40916,sub_inventory,(filled from sub_inventory)
UNRESOLVED-f9cda6665f,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-fd62ecdd4a,title,,"Resika, Paul Roses",sub_inventory,(filled from sub_inventory)
UNRESOLVED-fd62ecdd4a,year,,1988,sub_inventory,(filled from sub_inventory)
UNRESOLVED-fd62ecdd4a,external_id,,G40708,sub_inventory,(filled from sub_inventory)
UNRESOLVED-fd62ecdd4a,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-fde1fd3874,title,,"Shinn, Everett Figure Sketches",sub_inventory,(filled from sub_inventory)
UNRESOLVED-fde1fd3874,external_id,,G40829,sub_inventory,(filled from sub_inventory)
UNRESOLVED-fde1fd3874,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
UNRESOLVED-fdf323dfb9,title,,Unknown Mon Ami Meylan,sub_inventory,(filled from sub_inventory)
UNRESOLVED-fdf323dfb9,external_id,,G40915,sub_inventory,(filled from sub_inventory)
UNRESOLVED-fdf323dfb9,external_id_system,,Graham Inventory owned,sub_inventory,(filled from sub_inventory)
