Work_Number,Work_Artist,Work_Title,Work_Year,Work_Price,Work_Type,Work_Medium,I_Iinfo::D__Height,I_Iinfo::D__Width,I_Iinfo::D__Depth,I_Imgs::URL_public  
KG-1487,,Scene from the Ramayana,1701,,Painting,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/cea8d835-6080-4d50-9346-dc80c9faeeed/Screenshot%202023-07-03%20at%201.26.39%20PM.jpg?Expires=1802811868&Signature=KZIHM0NVpNEz91Pk2lKGCOrz4garjtDnOmOc-8D9mwC2iY6EfkbYFB-KA~jCrkST82lt1oAfSb~ZimduORnrRllbnFGIBcERKcgEC8MJ~gZTjv5~4Wwla167i5fDOl6sBCkxwnEr5f0N5SQdS4uUl5RmcBN4e0~n496kovxm9ejgfO7DjQeJz1MgcZj0y3wudj25xd6NCLJeJRuQxPE3LC~wg70UlQmVOwvNQopgzVWnMey3npZSe9aGxnHWnHrpMuXdqyShUpF1Ok6cmgHm1sSoJFCvZZZ70tzPgtXNRkNJRyy5H3vLOGKtZAC8g9SqMSkkHvQw-Jm61ArlxUXwjQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1488,,Sri Raga: Illustration from a Ragamala Series,,,Painting,Watercolor on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/7f6a8bf5-0968-4335-a3c0-5e99406d26cb/IMG_0266.jpg?Expires=1802811820&Signature=JxAtlQ6bh~y7IFNQYORz00DkNdf2XeWH1Ld2kJ7vVOk3fSGyRKijdHLyuOg33obCF~Rpa8bzJwctoR2~6edeEjUwQnaQNSVdfk9nilvt0UtGZLgqYEf3URH9Dp8sG-vNzGsEg4okoGjbeQWxcHiWELe0doZtic0dfyCdJCBM6s69aBUX3HLsK5jppAC9I0rSDv3FKoOSUGy1DlwuP4JGCdBpAPPb78EciCrY5Z29kO2duQPYmIs4EEYZPo7Wb01pKbHDpRXHADLB47X9gXZ18YhYxrRDStKtl5EztOhuwL7SzFZmq9d5DrGms4X-8gKcwk3wVD9Ji745LLGQHvqVVw__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1489,,Krishna with Gopis,1801,,Painting,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/6e35e3c5-c002-45d9-9b4c-9c9f0eb2796a/IMG_0268.jpg?Expires=1802811823&Signature=Isei-YCB8HqtiLbKWmBNLBpmC66MIfZzgOFPzgvFMVE~km99xSNz5HXV1jMsK1rSGf5sBhXc5mUyLDbKjkCwgMh53Cm375~cp4J0glNsvPHwyQ4dZPyimRU8Q3q89vno-D9xdF~cjGCfbYSsYb4XVeA7KT0J1jxlo08E15FWCR2Utl6Hfw~aRmQxqMEctvFjiTcf2xi-QKAc8iSvpMXjUJgcI3GFrQUNXcKP7l9QVNgGNijA2zHmYYCz5A0oHr0iChgzw490H~WtDBMzjD~8mO31jMnwFTXa2lGocCFD2a1gC2XD6~1gi1UnsjLCbreqkSDSkFMvzYXuGSdZbPQxvQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1490,,Mahishasura Enthroned: Folio from a Devi Mahatmya Series,,,Painting,Opaque watercolor heightened with gold on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/3d4bd4e3-e693-421f-a8c6-093f07926839/IMG_0270.jpg?Expires=1802811868&Signature=OO53-BfXZQwGvzglxD4Z6p8D1Qb0u78F~EFoQ7DxrpnDvautHkmX5sCfu6MQRIPRtYhKfvtFM2lrJlb1nrQLFlHsI7p3uZ8Dh-AFDrnnrW3eW6Ep1wUPxp-BT9YAoHW~7gp3FFjqSssaKyHNNCsOZUV1be~R0iyIacJKqAXLwa8WH64EBItWsagbg5IZQkOOSvdFVdowwxFKJ5deCeC-uy3PM~4vA48StqIG8o9k3hiWHWj4f4YubWymE9InxdW6lyAJjPSFjOiHqriimIxAD~KzP7g~tUs3H1H6n5lOjh-qK8LI1i~V1FsXelmxKjcoNrAJE0JJ9f~my1rEVzCXHA__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1491,,Nayika (lady clutching tree branch),1701,,Painting,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/3a4a899e-f9d4-4e0f-ae7b-1bcedea33f0f/IMG_0272.jpg?Expires=1802811868&Signature=f3~NUHzG-8hCO~YMr1RYWb8V2I4DG~sHajuDbe2kuzdCvxLMz53AcXrF7AkEONGkc38hfdg~NOo5p2GLHGYPY26lTGUwFZ0d~gXYMWGXwwMDQhL8~1MaNvGcoiMGQhNYfymjxP7gD75hHpfmZyTh2pfZHWjLEbXAjSP6SOdm1V7x~whKgB30G9kmlC5xNENRpFncyXRw1Udtdzsp4v3FNsmdJ0Imlqz-PRx43I2aHXCw5gycuth2de~~sq7kJ6wIQSRXtUigvaE9Qv62H8IGOkpVU2klLKD67p866yr9WNsna-QZZIrM~JVmeXuVGnw0ACZTOXyKZ81dne7ENErZIg__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1492,,"Brahma, Shiva, and Vishnu",1701,,,Opaque watercolor heightened with gold on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/a491c34a-e371-4b92-993a-d8f2c726b503/DSC_3190.jpg?Expires=1802811643&Signature=PrNrs-BOk2MDiPQBpYkbnnRGjIH81-qHcGaJB~SOCywxg5DkJjVhB7EcUJx8yStyf1A0Hsk-i70yN9hhV~64~7IaYSED06FiTRG0ayfLmalVSIYqulO-6WeELVw4PpLi3VYk3NzKuMWooBgIGKWHd49XIsZzC0zX5W629x5cB4IQlxLV8657mm~H1wioYQiXV3tK0nTmBTdE8-Nloc1CFd6akIKohdxSvm6oRTMB-dyra4VSYYaRXKQmq4EAOSY6nKcfoym2imtugiJdzIjRSiIbfOVnUuD6jTLaMgoDRVV69efvT-GGR0O--0Rv30u8SyLO4gI9~9FCbVGu8g~OHg__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/e6ac253f-b213-4c21-b760-dfd156d61363/DSC_3190.jpg?Expires=1802811643&Signature=gMrr8froVBHu8okpZZshqe2kkpYXTwVPnlIbqxcIDEtzlA7V18YXS12VHjN56wXKhTi2HQUJf3-9LAwUkgnrGowDs4DdrGWMzCht8czJGcthuODZf5JAnTtmO0s5oX-tAuuj3TFd8K-f7fXXhkYF3etIOhJ4BrcQYbChE9-Uh7wY0ECGHuraSHOKPP0kSahudxQm~8cT8XmoZXYRR8Dc-6eWwpgwAm5fKXu3w31AKbiHfQAhkZcWmlbeuAyTZTNIguBx580lQCfrDj2TK2nKGMdaIqyz~mheRNS4eRjgLug1ZUelp2j6bm-OK5x04iega37fEroc60KfcDC4McZONQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1493,,Virabhadra Nayika,1900,,Drawing,Gouache heightened with gold on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/9ce78ba8-bad9-4182-9920-00d026e04aed/img021%20%5B1%5D.jpg?Expires=1802811755&Signature=JhbEZGnom6RCcYeUnc0bfDNNtiEJ0ytFEyFQRfMMV8KHEXN8zS07sTARaoprz9UbPREcwI6sJDkUNyBwnDDPS1WtS07pvClpJuo1ou7eZtZDQE2SilMlyf7XZcQQFdGbTldRErcxtFWQkiOkBv5IAvCwD3LzYP8Z1r8nAqHU~NLeBP9clBle9Dqf8PSonjS2phUKfxc9vn~1VzSxCmzjlVNUxgl52XrV8dZbyoyMDQR~LUUKFfHJkzdrkCkT1aUbeGtTdQ95KQ~qeNSdOAxLZiLQE5gLk6BHzfrFtCWAirpXGOhj06NAVlO0r6cOLofBfcnKsnCGDfgMBXFhqErZdA__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/0093f104-76c3-4fb0-8f43-845e64f8d0b4/img021%20%5B1%5D.jpg?Expires=1802811756&Signature=mIJKXc7Ns5cYrvXpdN2j3mCjs-f8A0K7noq3OcS3YP2rkELwwnDkGQgojueW-Y7yY8UBnWixVZfv4HYcWwkybJI8wuPYP3YfGn-YofPyb-WznJxLebYnlZ67nKLb9firywfPD2AupPPAZunqecSP8GdVY0unRn0p4chzkRSt07NAUHbdWGgGEkMHznpMszIDr4et0wJjjKn~aYLcB4PUjxLRdnbKt-DvjB6rgy6IWqUQ~pwVAoccTyaOCUb1Ue5zHnj5XgAqKFiXHblfmtI-F1eyV0PCg9n8vBoctfnffNU1p4Zxh3OKQABwAVgBz8xuikogFmCY2wnkz-8eVM7uZA__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1494,,Leaf from a Baramasa,1800,,Painting,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/5d8ef2b7-8827-4f26-8d97-a6b1c1ccaa51/DSC_4286.jpg?Expires=1802811789&Signature=DP~5mrfBZPE9nzmC0GBEgC8xBRATz2DINVtTb7Ln94vnGHxENjeXsS6PR0dnLq1bGOxZ0Nmeo-GjaEIm0VqF7HXaKQo~jy9CV9FY90ZuQ0yvgT694PBm5ZsS35PFvQvNwIE2mFsPF79NAU5Eif79tu6zSo4yQsRFWLISLbuHpLk6Csf14ealIo-0m1dxFbHAjh48UdnBXNUjXiuvEi04pymNVNCVfE5WsZXUR5kpIzA742MvrBKm~hv6hSlEE-nKlLsUHhX6vf6pJdvBSovjqMHGN6BM2kvCPR1YphOKTFJ0LjqJHTPbocxAuNKbfNpZzrUQAu4FAonw7FmVVcBRMw__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/a6e9dcf2-89e3-4a88-a0c2-594ca3ed663d/DSC_4288.jpg?Expires=1802811789&Signature=kK07N8GhuLpj7NTQqWLcIBlTYcGlri68MoOB9yok-618U7-UmVLBrWOr~9zr3VNljnUnIWaCOOWUWI9qfPbOp~pJEsouabJGcDpbcbq1Ni5jZsF--h8cztNgxYnuRI42g7jSK55sP9oakSCGQ43VB~FX6eP4CubeO~Qjo8H2mwBuAQGNYARyXUYvJSRjOehQ3YeChCmT-4GjWpIYhcPMIeIX3dZhn5fUrvUhgiCLeVeimXxK1XSwdWdiRUmOdPZfMjp0GVbYOjY7RqWX-sPD7BVzH9LQaRG3TO4VX6JqgsYzR-1yltJ9kRnB4ELsq0~joy0EwOj7P~HPwso9P-d~xg__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/9f1d309a-e653-45cc-a23b-534f2a3b2c0a/DSC_4286.jpg?Expires=1802811789&Signature=ag7HCUv6R7tjgWF1WJO35IBo16xcbtn92f80x7K0B9XrZmVRM09N815WNq4s8lNEoOuLtQclSbJE0CifXW5Wx6mUKRJnvPm869NQ2EVB~karaBQLhHgh5OpsuYtICQ28UKXz15sRfNkYBQ4ZQp77CrnqyKTQu9DDX7twVnM8cItxZql-Wy0zU-M72c5vXAKsBJQ5evLGw8lN3kqWp6lgiiWij0JSG6gSX68rIa4nPJl4XrEcj37WJGAll9mBatlbN97K9WAg199j5bTgN1Qq1oTS1N5YgmvjE~rlv59knm9QhzOp0ao~vm291xMl1C-v7yp5jvT7qXqf9n1iKhiyEg__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/6db5e470-1b98-43ed-9ff0-1c65d60f935f/DSC_4288.jpg?Expires=1802811793&Signature=iGnaCKsD3tSo0FDmnxAozcaPWN-aAMcPww4lv1QWcVyxYb-T5wRtWczFcADe5QW0TftID1K2EHDdUu4tzM1-Jk3IC9sHhaJtylaG6nF0xM4TqxFmwC3QUk3CRLIC0oKI5QFE6dmLtUqWcspaDk6zgbFm5xLXpHGDHqySkw7VvK~v-7BMFe2zLQ5QwiS-wx6C61xZ4TAvVCydEXEBj9shK1ILVBOZnYyzcD8KNn50D8iZCu0CGPq0AoeIg8wLPCx6RDlCSW~NLJ2d3P2QbChR1CjWLQzyGmRF4DTfaTC7RdfgpB6NQEBQb6YlrXmKp~LMNDCTvhCauUpwbWi~Nkcq~g__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1495,,A Prince and Princess on a Terrace,1801,,Painting,Opaque watercolor heightened with gold on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/3d730993-1148-432b-9b8d-18511b20e14a/103%20-%20front.jpg?Expires=1802811758&Signature=U09UdReWOiAjRFyoGuahYpuVdBJJnSApce-ofuj5m3G3gKAnWTtOyKQ5fUur9JdUIt2U2mEXo7Zh6o-sK82WlV6cR20P2wU8P~2OsuY4wG-Dh6WVLDY4wF5mam015sAUyWbRTX4a4CRd40cV~IZ-qfZ~duYbW2CFwWL1lAn7APCFpPyBbrZ6mx7jmNmIlomzUNCl6sCLyWwZHOW3qLhe8TJZhVkHYN9~QvYgYjmWBxZTbqwYNC~1kWN0NVJXxfox9sS8PNvRtoGkGdeQ8FhjH1zr5~T~77R2hRY8UjX7O90baA9tBaidSladcjORBf11pqEaayCCpTlyG9HQmzmfGA__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/b7010ea0-945c-44f9-af6c-5da5f6b148d6/103%20-%20back.jpg?Expires=1802811758&Signature=SLOELU342WZY~mFmDMJmIly8pCANV6zv~Ok53eENJL5K~~tRCzRn4wFUCUZv0zdlQbSV93KFATt8NXAOx-4WGSInFCpbz-H0B5tmysCyRtHyaPJIN1k0BFB2zx7VRwKKpOb3IaDjFVgq-Fp844n4B2MO~-udQ1Q4Rjh5YB7dzdG-rxoP8~k6WLRY17H8B2mIOMG5WISmDLvrb-VDjrzNX7I9dT8xAThGsMKnr8Vw~WHLQFDLJOfow8p04CL4qGBau~T0PKnplwUDzSIETe3nBdDy5-C2Cjwrfa7j2YLabu9Bqroil8kK9VSqj1Km9ISH1G5F~l7BAInuEfFlo~BMoA__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1496,,Sohni Swimming Across the River to Meet Her Lover Mahiwal,1880,,Painting,Opaque watercolor heightened with gold on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/db05fa72-4b36-4463-8165-dcc9bb335972/sohni%20swimming.jpg?Expires=1802811869&Signature=vdmrp~7IVoyvtV~9AO1unKoYB-h-ZNQG7vec51CMTeGjhD5mSUWR~pEnhQmv4Nq1c5D-uJLT9G~l8VoP-HmfYTadY1pQkTNCBCVacVUy1MxrFNcbW3QfWjRAIQanyb1tggqfzL8HrfDhKcJDa6yt~nOUfqQjv-t1lJFZViexLC3Pv5QnSpdnabaGOIrQYIpv7KstWJ~RdnQ1i5Mr5Azp3SRDNBiD8jfjMDqJ3j8s14eR90ytaAqYZ9tNxOSNg7lFWfvljrBV4njvbcxbANoyMFkGg1l1IxAc-ba-Jxwo2b78EXdeI45Jupt1YCd5UleW1Dl~-bhldgB6AfcL1KMsGQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/5c9990e4-e79c-49ec-9b42-73ca5a4ef69e/img406.jpg?Expires=1802811869&Signature=E3k8Tfro3lJihyv3d8NcXDaDHSoUUKrBxzCvAL~bS8AncDwLGZJSAmPA4X~EgxMWzt4nj8tPYvjzWLmPpGKZADxbrhPaMwvhIxTzJn2D3lMk4zyK7Vu-2QerwMmR~rMGx1AemsKubauIigagAbmoWaQlSz5ooHbb4EBRwS7Y2E5TEz9ALm~BP83C3XDBjia8J4b02XENHxWASf7J7YwC~I4CeAEFHXf3W4ysN4ceT~lC9Vb1EDpLPsX2LBReEDKnMcAaYoQK4QPvpH3MHzEFm6Er7W-8ANMeqyuuCClQUeUWxPJslfAjiDYAzxTXRz-jxFM2xdEr-b4mXoWCz5b97A__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1497,,Untitled,,,Painting,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/3c4a89bd-911a-4272-95b4-db15a0fb55dc/Ragamala.jpg?Expires=1802811869&Signature=QZu4Np9W54h-zwk7xqmBhXrqSuG7jvskZhszIrrXUJMxgs4kAJwc~EPGEZs8YDMc04U3M~IPTD5qKbKqZ9QGE5alp~6z64zfdEouXSTeMo2F4TnLgpn4lhUP1csMRq3Y9hyYtJEERQNu98VvGubnyjAEyb2Cp5nHuoLZSHd0Oana46FT0Cw8gi2m83ginkMw4oQ-tx2C28b17uGoCOUbxKB6ryGXq~zojZnAk0H4JF9eHnahQXznsSQUIvw42~aXgtn3YzJRY2fQ4KMN6hV8sm3tjuDHJFrQraBSACLGqKr7zTFASCeBqV9gdSfQi6PaD1t3UitUdCL20wNQP7RRCA__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1498,,Desvarari Ragini,1701,,Painting,Gouache heightened with gold on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/33f01bb7-2d5e-41a9-8258-b591b3bfbaa4/img257.jpg?Expires=1802811648&Signature=S-scY3WhPMUFaN4quGej0sPnO0IL4bjeWQzaWNbB-bp36D6WKh05Kk7BikHxntAkFBCI654kKnGI1DEMbMDrbsWF0XmSbB~165razIS4uGF3JbM4ncOVfywuPDMABh6yR7HZo2O6XIaIKV2IuvaFtYAsquBPpS0GhN9myYc2L91cQt6iG629JzpylKlhT03b~T8UuJFWyDW2d2qHdMYCY7IY9tvop43V5R9N6CPBR0gZnFLpngfr1bq8DWWAGlKe6fIgwrHvYzmofN462FysMY~TAtM-UHmmh1S9AbVyKQVCTCfuVil2IYwe4Lam1qk8aTPU92TY-yZOLjBrS8kELw__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/50028088-706c-4c70-b237-84805f4d5592/DSC_5397.jpg?Expires=1802811754&Signature=ylQ2UQYPHNStEUkafuaQS2l3wn0S5-lsTt-T04BeqV5F9-u0Dyfy7eUnJWpqqMkM~ZLtw9vI-KUBNFfjtz5hXvvr5DfcJQWowLmtgXqcNJVumY5o7usSoyH3s6eLzLqFK4lseArA0g9AVA6IouQOV62IHcAtnk4ifVSgPlPwDnKTTXF3qzDL5Czuxa6QKIQo6L0Lopz0jIpNUfqXS73IAqa42rIHju~yB-UvoOies43C8T0cntSm7cjY7wlMeh45lbWPyZLorflxNJxCbqrQMXzEtY5dhiAUMgMU8zAIl9rF1ACdQH976oIFKeu96yNWDSbAZiOpkAOtNsFXaBut0Q__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1499,,A Prince with his Consort on a Terrace,1701,,,Gouache and gold on paper,9,6,,https://data-us-east-1.primerws.com/kapoor_galleries/i/43b87ebb-a51f-4035-8bb0-326667128103/459.jpg?Expires=1802811638&Signature=iE4~1BQVrQrXJKFnpTyPHA4zgNHwaSa4JWjSCiH2UEm8rh5E-BxG67uohLsnRimtn3QZjim6W9nA~fRibPetm0g9RTQBky1cfZTRlDvYSqPA~UpNP6ZX9ZLWLX6oHUoWO-PeRHQH8Iw9eYvQ1Y9NZiSOQyfNFkhghPIvtkWw4oQ4UKCrfcgUu5xH7YCwTIkzIb36J7CdT~i6SgzfN8GjahSyamO7NgSrGuY0s6hiMfyqm-1QP5UHu~mo5HzRvISUjM7Z8581aA4wHHg2~4zsalH0-JEfVu-yrDi0f65h0dwXVcTJ6AlCrgK0MLfxmJEsYcNh7Ob-okYd4n7Z1-zm8Q__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1500,,Krishna and Gopis with Sacred Cow,1800,,Painting,Tempera on card laid down,6.7,9.4,,https://data-us-east-1.primerws.com/kapoor_galleries/i/e7c0ba1c-dd2a-463c-b2fe-ced09a932d65/Krishna%20w.gopis%20and%20sacred%20cow.%20.jpg?Expires=1802811869&Signature=W6FRbQYPTdxKuQ4w3XW40N~U1pihCnKJwnXY8P5r8zotAfkgacBCo2wf3qGknaBfqtEHNzk81kzsZ6s~qmjKBuKronGpPbKxXIS5hcnkeE1Z0jZVA7ZQVgwFkCNfdzMcriRuOl5u27uR9FWkl9SUWzIkI3H3J4TI0i1wdgMECR~mO1DuIVOns9K3moNSgn5sdjz1-IVQapXi7bOi3Jm13cgUmih4EMukdczlDj6~Mh~KdEnXDczR2V4WpvGP9FqWts3anq9xRsHhQscueAfVZKlFkxFuCuPBy~PInu8h4GHjEnfFuWt78clcEZUgGOOf4vsDi-tyZNwo6U2AUDEESA__&Key-Pair-Id=K2SVGVHI7PEVAH  
,,,,,,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/d0cfb2f0-76c3-4944-b182-4a88cc047a8d/CC291-7_2.jpg?Expires=1802811869&Signature=v7FLOwIMs907MlSXp5fdneL7cNaH61kQbVypRKSOurMiXVgNcnZBm1E0xpuAU73TaahfOFVDNnnEypO9XxVfrIzX4G~T-oUfSInIo3X~XWZkPTVBJdapzdxIsLN03YjCqAslelWA-Uw7jnQqkSynHYHduGzEzuE9INTbQPUl2z5KpGZli7YQUAE9hrVA2BVr9lxaip8Vkmn~AHQdd-2-K5P8EL8x~AxKty4HPY1oZMF0GLpt1Ch0tKkoPOWHdKktz5bzn5GLkLrOF2lG6JIkzsVDJKyPw94Vhny0IPwLnXP2wJ~-Rml-~Im28qUzDzmCo7zKcC1MKnP3Vzmk65z-SQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1501,,\[FAKE\] Krishna and Ladies,1775,,Painting,,6,9,,https://data-us-east-1.primerws.com/kapoor_galleries/i/b14dfb93-a177-4eb5-b3b9-e932442f40f0/CC291-5_2.jpg?Expires=1802811827&Signature=yoxo-OhUnJ60UIHRAblXgbDk-YUVgO89A4KKOL8N5UtokEj-ue6-VtuHPGYyVWayqrqkoJt7oL1Oz0Um2nwM5wK6dCGVV5ynAAU6GxXG2zgRevgGhBOdaZfbXrOCTVZ6Cl7Y1pEmTpuPu3wa0V3prtRF95QHjvMKb~hNblzM~gFMQOVPWIEtvAwexCVN-tw3fDtZwhfnDzOkoPYp3pwP4vK66UUtKHeqp6WC3LTSAfDHHcUYK8xA2186RdGcKR2HR0d2nNmR2Yadsp3IvMv5PMLKlMZHWcTCrj7MTIxMz4n2I6o7gwW-~NiWPJ27nPiPTrZ1s6EHo2dF68LbbLJ8AQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1502,,Leaf from a Ragini: Desakh Ragini,1601,,Painting,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/8a559f4f-64e3-4b2a-a2e6-0f6b50f5399d/58_1.jpg?Expires=1802811883&Signature=XsyTn6pEgdXlRigch7IZE7TGIhuLgbA10SiS8KodA7dAMJoeAEF9xDGxGyHFSkrWihdpqJs8EeNuKnx9OjNElVuSLuhJ-3gSJxNlIswYuRhCPq-1WvGXpqWjrL59VO-Sm5EZHOgVCenWt2lwsIXcdVCVuIVhhQYrfk7KLGEvK~utTXpKIIq2X87UGAtIgge64c2Y1xg8GV05VRnfxQos~XGVWXL7~o7NSjLv7JLQdyx77rWo7KaHskvrwYWl09BkFHFyMJKn4CPTrhyqbsEqaUcIqosdk5FxPLqBC8L4Nlg6P7kaN3dVnTpkmxWPX9V8Q6mniP5ih0Vo7A6ihpaxpQ__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1503,,Need title ,,,Painting,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/c4178f64-74b6-4b1b-a07f-8b5484d4d494/Screenshot%202023-07-13%20at%202.12.23%20PM.jpg?Expires=1802811947&Signature=WYm2UsbF5fJ0Zv4p0bAByg7xqHPlm4F7bXU9nhN~KyhDm~CvtAspwEI4ZdZZomkp5UmEvwuQg4MI8zyOzY87avmvqKaOo1jaR5wrUDO4W1Gfk7AgRO~OzCRzhWjKCDGriBVvAdsGkTwM8JjuY3BtEpLF-vt9eKOmFSL8pVUdpungRRnHTLKOlrxzKbz6kiP-Op6~aso9uEA6ka66dF8KmdmSBt3mMEwrb5-bTNSiep2bfedMPU2orU7pyHGL-fdV-tM2H259zLkH4EUS0lvgzBVtFJPzSTFgd6gz92eG1HTHMDYELdxNX4r1rmFtP1-P4p7lp3WU89JxQieHAYF5Kw__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1504,,Need title,,,Painting,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/cdf7a14e-88d1-4da0-a165-bdc6def91f6d/IMG_9879.jpg?Expires=1802811890&Signature=IYztNsFH0Jtf7F91pTAZkCYrlAKi5kCV55-UAyx8ACdt-YigYT3paf4hUPJ0h0BB05jYZEPci2rZcQ0y7N0fdQ3aWcZkktBh~5IO0qEc8nQldm8mDswuAgZuSckIn7SZme9yaUnjUQXpaRes9VuMeMKXNWRII685pEeCUVjee8fYASB~KwyPh-pPQQaT-t0XwzLzTu5yJE1k0klCkeTQA82CNsJpMtbdHmgb4eAjHHo3MhhqfZhekwzloMiwZkbDdOYpGNOxVT4oqNXzz6xroW4OWnvVX8iwT5TB3GatWLwy-xOHratjrZln1O0g0fZTUaZCVtekjkn6S4EPYQWKOw__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1505,,Need Title,,,Painting,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/ccdf8c65-47b7-4baf-bf1c-82dfd8f788f0/IMG_9882.jpg?Expires=1802811890&Signature=YBF~ai8nhO0PxDtMh9NpVEcJBsBhhcjqYA-4EHHPTZe2Pi45iFqZoApdwXP0Nt-aMf24rDSnfhAljFV3MmEd0RimwD81m7Qd3a3EvspiebNvan~eYGxVsr1b0JApjtZGaUjr7YC8vM9M7lzYhH8htqBVxxpCTnIfmNvoXRfycHRNzV~obVJcyRcw7CwhxNZjnABXzkWdyUGXf4x-SHeZ1KuflZLKaI-V1exy5YqZOa~HmPle6xmYEXq~NBg1tPvuomqTOmQpx~ngBZuiR64mujb-RnnAkXKWpZhpGEsR9DDzELngQpi2Eyk2lN7DuDSQCMWLStucdP~BKu61onLNag__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1506,,Need title,,,Painting,,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/4d283540-de43-4433-8781-d25c11132e7d/IMG_9883.jpg?Expires=1802811890&Signature=Lero7DV6NVRkhLRkubV7I7ALqVtX-zhXTJy4iJKHqQ9x0agpTS73O8szXZT4naUgiOHPxyjZQNBhLBtPgriNNJLhHN8jrOAZOLih6LZMtVSIReZfVlR4GbyZ4H~yDHGQ2KXRUbCaf95L9bz9Dosrm4oJAlCxNq0tqnk2Z4DOQcMGs9iNKf08CVb3I1-ZFlAKozELJD03FSL9S9BRuH9E7FcRAxseoW52TLHll8t7PMUyJcxnrStlqArPjvdtGJ1HO4VvjR4g-b3kokx7EVgA8jcQxxcxhlRIeKt3WQamVT05i6TXtED3L1govKhhfLTDMTHgZ6YdS6n36rgrG4ZGTw__&Key-Pair-Id=K2SVGVHI7PEVAH  
KG-1507,,Krishna and Yashoda,1701,,Painting,Gouache heightened with gold on paper,,,,https://data-us-east-1.primerws.com/kapoor_galleries/i/51a52567-69c0-422c-a87f-9bafc9d8fb41/3937132_2.jpg?Expires=1802811824&Signature=aV1r7Q1TxlOJavla7OYvIw9gb8V~wfmVk1b9kcwb6OboHTH9Kny9vOTzwrbE149EKINkRvNrzGe6PynmnED9YVTXcuu2GNQ~bPuDnR-r9~qUpdz2ib5derh0E37AoJLF0ajO~2vl9Gvq6c4oyRZqZ8n81uqlmJZZti202Og0jzodfiohrh0dXCG9CiPmn-t6uAfEL-AraoZDTyRO1G8qs3ltYsgO4oI4WbFagOuTgMMuUKgw34nL5QgLdlazS6V7nh1VLt5KUX3VwmEzxce1P2l1LirRkNf--f7GERNH~KhYzmvnOmHx1xd9FkKRAmV3BGWP-h2zCTZtiPNP9j2lvw__&Key-Pair-Id=K2SVGVHI7PEVAH  
